model,case,v_ms,lambda_uev,geom_label,dP_v,dchi_phi
B_x,case_ii_edge,20.0,1.0,depth_nm-,-1.303116e-03,-3.151091e-04
B_x,case_ii_edge,20.0,1.0,half_x_nm+,-2.338374e-03,7.891530e-05
B_x,case_ii_edge,20.0,1.0,half_x_nm-,1.083008e-03,-5.570477e-04
B_x,case_ii_edge,20.0,1.0,half_z_nm+,-4.178861e-04,-3.793245e-03
B_x,case_ii_edge,20.0,1.0,half_z_nm-,1.225111e-04,-1.689606e-03
B_x,case_ii_edge,20.0,1.0,period_nm+,-1.525188e-04,-1.434310e-03
B_x,case_ii_edge,20.0,1.0,period_nm-,1.250133e-03,1.086462e-05
B_z,case_i_center,5.0,0.5,baseline,1.562639e-03,-7.508609e-04
B_z,case_i_center,5.0,0.5,depth_nm+,8.029656e-04,2.258035e-03
B_z,case_i_center,5.0,0.5,depth_nm-,5.165306e-04,-4.609984e-04
B_z,case_i_center,5.0,0.5,half_x_nm+,-1.773320e-03,9.273993e-04
B_z,case_i_center,5.0,0.5,half_x_nm-,-1.475281e-03,-3.193959e-04
B_z,case_i_center,5.0,0.5,half_z_nm+,2.604870e-03,2.384255e-04
B_z,case_i_center,5.0,0.5,half_z_nm-,-8.181401e-04,5.242987e-04
B_z,case_i_center,5.0,0.5,period_nm+,-1.526532e-03,-3.919770e-05
B_z,case_i_center,5.0,0.5,period_nm-,-2.309676e-04,-1.571884e-03
B_z,case_i_center,5.0,1.0,baseline,8.783804e-04,9.142363e-02
B_z,case_i_center,5.0,1.0,depth_nm+,8.833218e-03,1.885721e-02
B_z,case_i_center,5.0,1.0,depth_nm-,-7.345266e-04,2.292664e-02
B_z,case_i_center,5.0,1.0,half_x_nm+,-1.469307e-03,1.038184e-02
B_z,case_i_center,5.0,1.0,half_x_nm-,-6.212681e-03,6.416419e-03
B_z,case_i_center,5.0,1.0,half_z_nm+,8.208798e-03,1.172777e-02
B_z,case_i_center,5.0,1.0,half_z_nm-,-2.153875e-04,4.724553e-03
B_z,case_i_center,5.0,1.0,period_nm+,-4.902628e-03,-6.773775e-03
B_z,case_i_center,5.0,1.0,period_nm-,-1.957001e-03,3.914518e-01
B_z,case_i_center,10.0,0.5,baseline,-2.074723e-04,-1.996000e-05
B_z,case_i_center,10.0,0.5,depth_nm+,-2.611439e-04,5.731740e-05
B_z,case_i_center,10.0,0.5,depth_nm-,-1.815406e-04,-5.317334e-06
B_z,case_i_center,10.0,0.5,half_x_nm+,-1.098251e-04,4.145700e-05
B_z,case_i_center,10.0,0.5,half_x_nm-,7.060626e-05,-2.300094e-05
B_z,case_i_center,10.0,0.5,half_z_nm+,-4.895608e-05,1.374611e-05
B_z,case_i_center,10.0,0.5,half_z_nm-,-1.959584e-05,1.848037e-05
B_z,case_i_center,10.0,0.5,period_nm+,-2.956666e-04,3.984599e-05
B_z,case_i_center,10.0,0.5,period_nm-,4.515686e-04,-2.891191e-05
B_z,case_i_center,10.0,1.0,baseline,-1.298570e-03,-1.357905e-04
B_z,case_i_center,10.0,1.0,depth_nm+,-2.393334e-03,5.769216e-04
B_z,case_i_center,10.0,1.0,depth_nm-,-6.722968e-04,-1.870799e-05
B_z,case_i_center,10.0,1.0,half_x_nm+,-1.034854e-03,3.465872e-04
B_z,case_i_center,10.0,1.0,half_x_nm-,-2.056647e-04,-2.896607e-04
B_z,case_i_center,10.0,1.0,half_z_nm+,2.196879e-03,3.549039e-04
B_z,case_i_center,10.0,1.0,half_z_nm-,-8.734534e-04,1.570567e-04
B_z,case_i_center,10.0,1.0,period_nm+,5.736223e-04,9.762938e-04
B_z,case_i_center,10.0,1.0,period_nm-,-1.201457e-03,-2.528526e-04
B_z,case_i_center,20.0,0.5,baseline,-7.063601e-05,-3.526642e-08
B_z,case_i_center,20.0,0.5,depth_nm+,6.894771e-05,-4.113122e-08
B_z,case_i_center,20.0,0.5,depth_nm-,3.708295e-05,3.458904e-08
B_z,case_i_center,20.0,0.5,half_x_nm+,-6.809650e-05,1.213907e-07
B_z,case_i_center,20.0,0.5,half_x_nm-,-2.275434e-05,-7.076381e-08
B_z,case_i_center,20.0,0.5,half_z_nm+,2.021810e-05,-2.874213e-07
B_z,case_i_center,20.0,0.5,half_z_nm-,-3.968339e-05,4.133789e-08
B_z,case_i_center,20.0,0.5,period_nm+,-1.012884e-05,5.413612e-08
B_z,case_i_center,20.0,0.5,period_nm-,-9.498678e-05,-1.075343e-07
B_z,case_i_center,20.0,1.0,baseline,-3.649532e-04,-6.486809e-07
B_z,case_i_center,20.0,1.0,depth_nm+,1.660350e-04,3.019630e-06
B_z,case_i_center,20.0,1.0,depth_nm-,8.706511e-05,1.458963e-06
B_z,case_i_center,20.0,1.0,half_x_nm+,-1.283041e-04,5.020197e-06
B_z,case_i_center,20.0,1.0,half_x_nm-,4.919570e-05,-2.491571e-06
B_z,case_i_center,20.0,1.0,half_z_nm+,2.548011e-04,-9.262528e-06
B_z,case_i_center,20.0,1.0,half_z_nm-,-7.353786e-05,1.554368e-06
B_z,case_i_center,20.0,1.0,period_nm+,1.698102e-04,6.451956e-06
B_z,case_i_center,20.0,1.0,period_nm-,-5.144838e-04,-4.674544e-06
B_z,case_ii_edge,5.0,0.5,baseline,3.637209e-03,3.263976e-02
B_z,case_ii_edge,5.0,0.5,depth_nm+,1.258308e-02,-2.921691e-02
B_z,case_ii_edge,5.0,0.5,depth_nm-,-9.781604e-03,-4.868003e-03
B_z,case_ii_edge,5.0,0.5,half_x_nm+,-7.187540e-03,2.851099e-02
B_z,case_ii_edge,5.0,0.5,half_x_nm-,1.211899e-02,3.449957e-03
B_z,case_ii_edge,5.0,0.5,half_z_nm+,-6.408325e-03,3.921144e-02
B_z,case_ii_edge,5.0,0.5,half_z_nm-,-1.045743e-02,3.455257e-03
B_z,case_ii_edge,5.0,0.5,period_nm+,-1.858960e-02,6.453607e-03
B_z,case_ii_edge,5.0,0.5,period_nm-,8.391933e-03,-3.938212e-05
B_z,case_ii_edge,5.0,1.0,baseline,-5.802510e-03,1.184415e-01
B_z,case_ii_edge,5.0,1.0,depth_nm+,6.155362e-02,-1.101484e-01
B_z,case_ii_edge,5.0,1.0,depth_nm-,-3.942753e-02,-1.221463e-02
B_z,case_ii_edge,5.0,1.0,half_x_nm+,-4.946433e-02,1.201743e-01
B_z,case_ii_edge,5.0,1.0,half_x_nm-,4.917599e-02,3.381556e-02
B_z,case_ii_edge,5.0,1.0,half_z_nm+,-4.524967e-02,1.622677e-01
B_z,case_ii_edge,5.0,1.0,half_z_nm-,-4.793990e-02,2.503266e-02
B_z,case_ii_edge,5.0,1.0,period_nm+,-8.123758e-02,6.721529e-02
B_z,case_ii_edge,5.0,1.0,period_nm-,3.511623e-02,-4.092421e-04
B_z,case_ii_edge,10.0,0.5,baseline,5.529299e-03,-2.569149e-03
B_z,case_ii_edge,10.0,0.5,depth_nm+,-2.998661e-03,-8.069613e-03
B_z,case_ii_edge,10.0,0.5,depth_nm-,-4.986919e-03,-2.398877e-04
B_z,case_ii_edge,10.0,0.5,half_x_nm+,-8.681472e-03,2.265725e-03
B_z,case_ii_edge,10.0,0.5,half_x_nm-,-1.850493e-04,2.600868e-03
B_z,case_ii_edge,10.0,0.5,half_z_nm+,8.440663e-03,-3.032737e-03
B_z,case_ii_edge,10.0,0.5,half_z_nm-,5.923304e-03,-9.045923e-05
B_z,case_ii_edge,10.0,0.5,period_nm+,1.170511e-02,-6.298980e-04
B_z,case_ii_edge,10.0,0.5,period_nm-,-3.029095e-04,2.214357e-05
B_z,case_ii_edge,10.0,1.0,baseline,-8.169620e-03,-1.224741e-03
B_z,case_ii_edge,10.0,1.0,depth_nm+,-3.807229e-03,-1.042618e-02
B_z,case_ii_edge,10.0,1.0,depth_nm-,4.985515e-03,-5.401101e-04
B_z,case_ii_edge,10.0,1.0,half_x_nm+,1.029421e-02,1.260968e-03
B_z,case_ii_edge,10.0,1.0,half_x_nm-,2.574245e-03,2.863806e-03
B_z,case_ii_edge,10.0,1.0,half_z_nm+,-1.060672e-02,1.411027e-04
B_z,case_ii_edge,10.0,1.0,half_z_nm-,-6.398456e-03,9.309324e-04
B_z,case_ii_edge,10.0,1.0,period_nm+,-1.149368e-02,1.361779e-03
B_z,case_ii_edge,10.0,1.0,period_nm-,1.774152e-03,1.387511e-04
B_z,case_ii_edge,20.0,0.5,baseline,-1.495597e-04,-5.015491e-04
B_z,case_ii_edge,20.0,0.5,depth_nm+,-2.204568e-04,-8.312441e-04
B_z,case_ii_edge,20.0,0.5,depth_nm-,-1.289728e-04,-6.495895e-05
B_z,case_ii_edge,20.0,0.5,half_x_nm+,-1.941414e-04,-2.511211e-05
B_z,case_ii_edge,20.0,0.5,half_x_nm-,8.780773e-05,-1.398605e-04
B_z,case_ii_edge,20.0,0.5,half_z_nm+,-1.218611e-04,-7.381999e-04
B_z,case_ii_edge,20.0,0.5,half_z_nm-,-4.128769e-05,-2.968307e-04
B_z,case_ii_edge,20.0,0.5,period_nm+,-1.956582e-04,-5.743710e-04
B_z,case_ii_edge,20.0,0.5,period_nm-,4.311411e-05,-1.874493e-07
B_z,case_ii_edge,20.0,1.0,baseline,-6.598124e-04,-7.632493e-04
B_z,case_ii_edge,20.0,1.0,depth_nm+,-1.893623e-03,-1.121640e-03
B_z,case_ii_edge,20.0,1.0,depth_nm-,-1.927027e-03,-7.516090e-05
B_z,case_ii_edge,20.0,1.0,half_x_nm+,-3.218155e-03,7.464484e-05
B_z,case_ii_edge,20.0,1.0,half_x_nm-,2.382464e-03,-2.191213e-04
B_z,case_ii_edge,20.0,1.0,half_z_nm+,5.954177e-04,-1.147148e-03
B_z,case_ii_edge,20.0,1.0,half_z_nm-,6.926385e-04,-4.584881e-04
B_z,case_ii_edge,20.0,1.0,period_nm+,5.620778e-04,-8.199917e-04
B_z,case_ii_edge,20.0,1.0,period_nm-,1.294683e-03,-2.554504e-06
